trajectory_id,source_model,example_id,domain,success_binary,success_raw,num_steps,judge_name,eval_model_name,eval_litellm_model,candidate_label,coverage_score,factuality_score,temporal_order_score,specificity_score,procedural_usefulness_score,omission_severity,hallucination_severity,main_errors,is_best,is_tie,best_summary_label,judge_rationale,gold_reference_issues,rouge1_f1,rouge2_f1,rougeL_f1,bertscore_precision,bertscore_recall,bertscore_f1,gold_word_count,model_word_count
08c73485-7c6d-4681-999d-919f5c32dcfa,doubao-1-5-thinking-vision-pro-250428-100step,doubao-1-5-thinking-vision-pro-250428-100step__08c73485-7c6d-4681-999d-919f5c32dcfa,thunderbird,False,0.0,8,claude_judge,claude_sonnet_4_6,anthropic/claude-sonnet-4-6,A,5,5,5,5,5,none,none,[],True,False,A,"Both summaries are faithful, complete, and correctly ordered. Summary A provides slightly more detail, including the default trigger condition ('Getting New Mail'), the clipboard-paste method used for naming, and a useful note about the agent not explicitly verifying subfolder-specific application. Summary B is accurate but more concise and omits these minor but useful details. Both are good; A is marginally better for specificity and procedural usefulness.",[],0.41558441558441556,0.19607843137254902,0.3181818181818182,0.06861740350723267,0.45796799659729004,0.257219523191452,70,238
08c73485-7c6d-4681-999d-919f5c32dcfa,doubao-1-5-thinking-vision-pro-250428-100step,doubao-1-5-thinking-vision-pro-250428-100step__08c73485-7c6d-4681-999d-919f5c32dcfa,thunderbird,False,0.0,8,claude_judge,gpt_5_5,openai/gpt-5.5,B,5,5,5,4,4,none,none,[],False,False,A,"Both summaries are faithful, complete, and correctly ordered. Summary A provides slightly more detail, including the default trigger condition ('Getting New Mail'), the clipboard-paste method used for naming, and a useful note about the agent not explicitly verifying subfolder-specific application. Summary B is accurate but more concise and omits these minor but useful details. Both are good; A is marginally better for specificity and procedural usefulness.",[],0.7814569536423841,0.40268456375838924,0.6357615894039734,0.5183682441711426,0.6447411775588989,0.5815143585205078,70,79
08aced46-45a2-48d7-993b-ed3fb5b32302,UI-TARS-0717-100step,UI-TARS-0717-100step__08aced46-45a2-48d7-993b-ed3fb5b32302,libreoffice_impress,True,1.0,6,claude_judge,gpt_5_5,openai/gpt-5.5,A,5,5,5,4,4,none,none,"[{'error_type': 'loss_of_specificity', 'description': 'Does not specify which wrong alignment button was clicked (Justify) or the location of the buttons (right sidebar Paragraph section).', 'why_it_matters': ""Minor loss of detail that could help a reader reconstruct the exact mistake, though the summary does mention 'wrong alignment button' and 'right sidebar'."", 'severity': 'minor'}]",False,False,B,"Both summaries are accurate and cover all key actions in the correct order. Summary B provides more specific details: it identifies the mistaken button as 'justified/two-sided alignment,' describes the correct button as 'the third alignment button from the left,' and explicitly mentions the Ctrl+V paste method. Summary A is also good but slightly less specific about which wrong button was clicked and the exact location of the alignment controls. Both are faithful to the trajectory with no hallucinations.",[],0.7154471544715446,0.36363636363636365,0.5528455284552845,0.5395574569702148,0.5129406452178955,0.5269858241081238,60,62
08aced46-45a2-48d7-993b-ed3fb5b32302,UI-TARS-0717-100step,UI-TARS-0717-100step__08aced46-45a2-48d7-993b-ed3fb5b32302,libreoffice_impress,True,1.0,6,claude_judge,claude_sonnet_4_6,anthropic/claude-sonnet-4-6,B,5,5,5,5,5,none,none,[],True,False,B,"Both summaries are accurate and cover all key actions in the correct order. Summary B provides more specific details: it identifies the mistaken button as 'justified/two-sided alignment,' describes the correct button as 'the third alignment button from the left,' and explicitly mentions the Ctrl+V paste method. Summary A is also good but slightly less specific about which wrong button was clicked and the exact location of the alignment controls. Both are faithful to the trajectory with no hallucinations.",[],0.4924623115577889,0.27411167512690354,0.40201005025125625,0.27788400650024414,0.4452947676181793,0.3613094091415405,60,133
0cecd4f3-74de-457b-ba94-29ad6b5dafb6,doubao-1-5-thinking-vision-pro-250428-100step,doubao-1-5-thinking-vision-pro-250428-100step__0cecd4f3-74de-457b-ba94-29ad6b5dafb6,libreoffice_calc,True,1.0,21,claude_judge,gpt_5_5,openai/gpt-5.5,A,5,5,5,5,5,none,none,[],False,True,tie,"Both summaries are highly faithful, complete, and procedurally useful. They both accurately describe: (1) the initial mistaken click on Delete Sheet and the cancellation, (2) the successful rename of Sheet1 to LARS Resources, (3) the Move or Copy Sheet dialog with Copy selected, insertion before Sheet2, and naming the copy LARS Resources (Backup), (4) renaming Sheet2 to LARS Resources (Offline), (5) saving with Ctrl+S, and (6) issuing DONE. Summary B provides slightly more granular detail (e.g., mentioning Ctrl+A to select text, clipboard paste method) but this is a minor stylistic difference rather than a substantive advantage. Summary A is equally accurate and complete in a more concise format. Neither summary contains factual errors or meaningful omissions.",[],0.6932270916334662,0.3614457831325302,0.5338645418326692,0.41213351488113403,0.528383195400238,0.4704975485801697,117,125
0cecd4f3-74de-457b-ba94-29ad6b5dafb6,doubao-1-5-thinking-vision-pro-250428-100step,doubao-1-5-thinking-vision-pro-250428-100step__0cecd4f3-74de-457b-ba94-29ad6b5dafb6,libreoffice_calc,True,1.0,21,claude_judge,claude_sonnet_4_6,anthropic/claude-sonnet-4-6,B,5,5,5,5,5,none,none,[],False,True,tie,"Both summaries are highly faithful, complete, and procedurally useful. They both accurately describe: (1) the initial mistaken click on Delete Sheet and the cancellation, (2) the successful rename of Sheet1 to LARS Resources, (3) the Move or Copy Sheet dialog with Copy selected, insertion before Sheet2, and naming the copy LARS Resources (Backup), (4) renaming Sheet2 to LARS Resources (Offline), (5) saving with Ctrl+S, and (6) issuing DONE. Summary B provides slightly more granular detail (e.g., mentioning Ctrl+A to select text, clipboard paste method) but this is a minor stylistic difference rather than a substantive advantage. Summary A is equally accurate and complete in a more concise format. Neither summary contains factual errors or meaningful omissions.",[],0.5825242718446602,0.28664495114006516,0.4466019417475728,0.27205103635787964,0.45986783504486084,0.36533263325691223,117,182
08c73485-7c6d-4681-999d-919f5c32dcfa,UI-TARS-0717-100step,UI-TARS-0717-100step__08c73485-7c6d-4681-999d-919f5c32dcfa,thunderbird,False,0.0,15,claude_judge,gpt_5_5,openai/gpt-5.5,A,5,5,5,5,5,none,none,[],False,True,tie,"Both summaries are highly faithful to the trajectory, covering all key actions in correct temporal order: opening message filters, creating a new filter named 'AutoSubfolderFilter', the four failed attempts to uncheck 'Manually Run', enabling 'Periodically, every 10 minutes', the warning about needing a target folder, dismissing the warning, selecting 'Bills' as the target folder, saving the filter, and issuing DONE. Both note that 'Getting New Mail' remained enabled alongside the periodic trigger. Both correctly characterize the agent's reasoning that periodic triggering would cover subfolders. Summary B is slightly more structured with numbered steps and includes a concluding summary paragraph, while Summary A is more prose-like, but both convey the same information with equivalent accuracy and completeness. Neither contains hallucinations or significant omissions. The differences are purely stylistic.",[],0.6721991701244814,0.38493723849372385,0.5145228215767635,0.3621671795845032,0.5310014486312866,0.4461650550365448,98,141
08c73485-7c6d-4681-999d-919f5c32dcfa,UI-TARS-0717-100step,UI-TARS-0717-100step__08c73485-7c6d-4681-999d-919f5c32dcfa,thunderbird,False,0.0,15,claude_judge,claude_sonnet_4_6,anthropic/claude-sonnet-4-6,B,5,5,5,5,5,none,none,[],False,True,tie,"Both summaries are highly faithful to the trajectory, covering all key actions in correct temporal order: opening message filters, creating a new filter named 'AutoSubfolderFilter', the four failed attempts to uncheck 'Manually Run', enabling 'Periodically, every 10 minutes', the warning about needing a target folder, dismissing the warning, selecting 'Bills' as the target folder, saving the filter, and issuing DONE. Both note that 'Getting New Mail' remained enabled alongside the periodic trigger. Both correctly characterize the agent's reasoning that periodic triggering would cover subfolders. Summary B is slightly more structured with numbered steps and includes a concluding summary paragraph, while Summary A is more prose-like, but both convey the same information with equivalent accuracy and completeness. Neither contains hallucinations or significant omissions. The differences are purely stylistic.",[],0.45427728613569324,0.2551928783382789,0.3421828908554572,0.20684659481048584,0.4441448152065277,0.3239247500896454,98,237
0cecd4f3-74de-457b-ba94-29ad6b5dafb6,UI-TARS-0717-100step,UI-TARS-0717-100step__0cecd4f3-74de-457b-ba94-29ad6b5dafb6,libreoffice_calc,True,1.0,20,claude_judge,gpt_5_5,openai/gpt-5.5,A,5,5,5,4,4,none,none,"[{'error_type': 'loss_of_specificity', 'description': ""Does not mention the specific method of text replacement (Ctrl+A to select, clipboard paste via Ctrl+V), instead just says 'replaced the existing name'."", 'why_it_matters': 'Minor loss of procedural detail, but the overall flow is still clear and accurate.', 'severity': 'minor'}]",False,False,B,"Both summaries are accurate, complete, and correctly ordered. Summary B provides more procedural detail—specifically mentioning the Ctrl+A selection and clipboard paste method used for text replacement in each dialog, which faithfully reflects the actual trajectory steps. Summary A abstracts these details away as 'replaced the existing name', which is still correct but slightly less specific. Both correctly capture all major actions including the rename, copy, placement before Sheet2, second rename, save, and DONE. Summary B's additional specificity gives it a slight edge in procedural usefulness and faithfulness to the trajectory.",[],0.6407766990291262,0.2745098039215686,0.4563106796116505,0.48758217692375183,0.48322921991348267,0.48624080419540405,106,92
0cecd4f3-74de-457b-ba94-29ad6b5dafb6,UI-TARS-0717-100step,UI-TARS-0717-100step__0cecd4f3-74de-457b-ba94-29ad6b5dafb6,libreoffice_calc,True,1.0,20,claude_judge,claude_sonnet_4_6,anthropic/claude-sonnet-4-6,B,5,5,5,5,5,none,none,[],True,False,B,"Both summaries are accurate, complete, and correctly ordered. Summary B provides more procedural detail—specifically mentioning the Ctrl+A selection and clipboard paste method used for text replacement in each dialog, which faithfully reflects the actual trajectory steps. Summary A abstracts these details away as 'replaced the existing name', which is still correct but slightly less specific. Both correctly capture all major actions including the rename, copy, placement before Sheet2, second rename, save, and DONE. Summary B's additional specificity gives it a slight edge in procedural usefulness and faithfulness to the trajectory.",[],0.6176470588235293,0.2888888888888889,0.46323529411764713,0.3252124488353729,0.4522702097892761,0.3889800012111664,106,156
0e5303d4-8820-42f6-b18d-daf7e633de21,UI-TARS-0717-100step,UI-TARS-0717-100step__0e5303d4-8820-42f6-b18d-daf7e633de21,multi_apps,False,0.0,57,claude_judge,gpt_5_5,openai/gpt-5.5,A,5,5,5,5,5,none,none,[],True,False,A,"Both summaries are comprehensive, accurate, and well-ordered. However, Summary A explicitly notes that the agent 'did not explicitly navigate to or verify the user's already opened folder in the save dialog' and 'observed that the dialog appeared to be saving in Downloads and proceeded anyway,' which accurately captures the agent's failure to save to the correct folder. Summary B mentions saving to 'the default download location' but does not highlight this as a deviation from the task requirement of saving to the 'opened folder.' This makes A slightly more faithful to the trajectory's actual outcome and the task's requirements.",[],0.6174496644295302,0.25,0.39597315436241615,0.3372335433959961,0.33889198303222656,0.3391382694244385,140,144
0e5303d4-8820-42f6-b18d-daf7e633de21,UI-TARS-0717-100step,UI-TARS-0717-100step__0e5303d4-8820-42f6-b18d-daf7e633de21,multi_apps,False,0.0,57,claude_judge,claude_sonnet_4_6,anthropic/claude-sonnet-4-6,B,5,4,5,5,5,none,minor,"[{'error_type': 'loss_of_specificity', 'description': ""Summary B does not explicitly note that the files were saved to the default Downloads folder rather than the 'opened folder' specified in the task, which is a key failure point."", 'why_it_matters': ""The reference summary and trajectory both show the agent saved to Downloads instead of the intended opened folder. This is a significant task compliance issue that B only vaguely references as 'default download location' without flagging it as a deviation from the task instructions."", 'severity': 'minor'}]",False,False,A,"Both summaries are comprehensive, accurate, and well-ordered. However, Summary A explicitly notes that the agent 'did not explicitly navigate to or verify the user's already opened folder in the save dialog' and 'observed that the dialog appeared to be saving in Downloads and proceeded anyway,' which accurately captures the agent's failure to save to the correct folder. Summary B mentions saving to 'the default download location' but does not highlight this as a deviation from the task requirement of saving to the 'opened folder.' This makes A slightly more faithful to the trajectory's actual outcome and the task's requirements.",[],0.6230366492146596,0.3473684210526316,0.36649214659685864,0.17787490785121918,0.40768712759017944,0.29141372442245483,140,209
0e5303d4-8820-42f6-b18d-daf7e633de21,doubao-1-5-thinking-vision-pro-250428-100step,doubao-1-5-thinking-vision-pro-250428-100step__0e5303d4-8820-42f6-b18d-daf7e633de21,multi_apps,False,0.0,100,claude_judge,gpt_5_5,openai/gpt-5.5,A,4,5,5,4,4,minor,none,"[{'error_type': 'omission', 'description': 'Does not mention the initial incorrect back-button click that led to a blank page before navigating to the course URL.', 'why_it_matters': 'This was a notable misstep in the trajectory that provides context for how the agent reached the course website.', 'severity': 'minor'}]",False,False,B,"Both summaries are factually accurate and preserve temporal order. Summary B is more comprehensive: it includes the initial back-button misstep leading to about:blank, the two back-button presses to return to the weeks listing, the approximate number of repeated failed clicks (~80+), the coordinate details, and the explicit note that Weeks 2–9 were not downloaded. Summary A omits the initial back-button error and is slightly less specific about the extent of the failure loop. Both correctly note that only lecture1.pdf was downloaded and no DONE was issued. Summary B's additional detail and completeness make it the better summary.",[],0.5735849056603773,0.2585551330798479,0.3849056603773584,0.4020686447620392,0.393689900636673,0.3988540470600128,133,122
0e5303d4-8820-42f6-b18d-daf7e633de21,doubao-1-5-thinking-vision-pro-250428-100step,doubao-1-5-thinking-vision-pro-250428-100step__0e5303d4-8820-42f6-b18d-daf7e633de21,multi_apps,False,0.0,100,claude_judge,claude_sonnet_4_6,anthropic/claude-sonnet-4-6,B,5,5,5,5,5,none,none,[],True,False,B,"Both summaries are factually accurate and preserve temporal order. Summary B is more comprehensive: it includes the initial back-button misstep leading to about:blank, the two back-button presses to return to the weeks listing, the approximate number of repeated failed clicks (~80+), the coordinate details, and the explicit note that Weeks 2–9 were not downloaded. Summary A omits the initial back-button error and is slightly less specific about the extent of the failure loop. Both correctly note that only lecture1.pdf was downloaded and no DONE was issued. Summary B's additional detail and completeness make it the better summary.",[],0.5170068027210885,0.30068337129840544,0.3673469387755102,0.19708985090255737,0.38431620597839355,0.29018542170524597,133,293
15aece23-a215-4579-91b4-69eec72e18da,doubao-1-5-thinking-vision-pro-250428-100step,doubao-1-5-thinking-vision-pro-250428-100step__15aece23-a215-4579-91b4-69eec72e18da,libreoffice_impress,True,1.0,6,claude_judge,claude_sonnet_4_6,anthropic/claude-sonnet-4-6,A,5,5,5,5,5,none,none,[],True,False,A,"Both summaries are factually accurate and preserve temporal order. Both appropriately note uncertainty about whether the final drag was successful. However, Summary A is significantly more specific: it enumerates all three drag attempts clearly, provides approximate coordinates for each, explains the reasoning behind changing the grab point, and is more procedurally useful for reconstructing the agent's behavior. Summary B is more condensed and loses specificity by grouping the first two attempts together and omitting coordinate details. Both are cautious about claiming success, which is reasonable given the trajectory evidence (the reference says the third attempt succeeded, but the trajectory itself doesn't show explicit visual confirmation). Summary A is the better summary overall due to its superior specificity and procedural usefulness.","[{'issue': ""The reference states the third drag attempt 'successfully' moved the title, but the trajectory evidence does not include a screenshot or confirmation after the third drag. The agent simply issued DONE. Both candidates' cautious framing about success may actually be more faithful to the available evidence.""}]",0.4429530201342282,0.2702702702702703,0.35570469798657717,0.12175651639699936,0.46642234921455383,0.28957340121269226,80,210
15aece23-a215-4579-91b4-69eec72e18da,doubao-1-5-thinking-vision-pro-250428-100step,doubao-1-5-thinking-vision-pro-250428-100step__15aece23-a215-4579-91b4-69eec72e18da,libreoffice_impress,True,1.0,6,claude_judge,gpt_5_5,openai/gpt-5.5,B,4,5,5,3,3,minor,none,"[{'error_type': 'loss_of_specificity', 'description': 'Summary B omits the specific coordinate details of each drag attempt (start/end positions, approximate y-values) that Summary A includes.', 'why_it_matters': ""These details help reconstruct the agent's behavior and understand why earlier attempts failed and how the approach changed."", 'severity': 'minor'}, {'error_type': 'loss_of_specificity', 'description': ""Summary B says 'attempted to drag... twice from around the title area, then tried again' but does not clearly enumerate three distinct attempts with their distinguishing characteristics."", 'why_it_matters': ""The trajectory clearly shows three separate drag attempts with different starting positions, which is important for understanding the agent's debugging process."", 'severity': 'minor'}]",False,False,A,"Both summaries are factually accurate and preserve temporal order. Both appropriately note uncertainty about whether the final drag was successful. However, Summary A is significantly more specific: it enumerates all three drag attempts clearly, provides approximate coordinates for each, explains the reasoning behind changing the grab point, and is more procedurally useful for reconstructing the agent's behavior. Summary B is more condensed and loses specificity by grouping the first two attempts together and omitting coordinate details. Both are cautious about claiming success, which is reasonable given the trajectory evidence (the reference says the third attempt succeeded, but the trajectory itself doesn't show explicit visual confirmation). Summary A is the better summary overall due to its superior specificity and procedural usefulness.","[{'issue': ""The reference states the third drag attempt 'successfully' moved the title, but the trajectory evidence does not include a screenshot or confirmation after the third drag. The agent simply issued DONE. Both candidates' cautious framing about success may actually be more faithful to the available evidence.""}]",0.6067415730337078,0.26136363636363635,0.449438202247191,0.3612346947193146,0.5066542625427246,0.4338842034339905,80,97
1704f00f-79e6-43a7-961b-cedd3724d5fd,doubao-1-5-thinking-vision-pro-250428-100step,doubao-1-5-thinking-vision-pro-250428-100step__1704f00f-79e6-43a7-961b-cedd3724d5fd,chrome,False,0.0,13,claude_judge,gpt_5_5,openai/gpt-5.5,A,5,5,5,5,5,none,none,[],False,True,tie,"Both summaries are faithful, complete, and accurate representations of the trajectory. They cover all key actions in correct temporal order: setting the pick-up location to Zurich (City), selecting July 21 (Monday) as pick-up and July 25 (Friday) as drop-off, clicking Search, filtering by Large car, sorting by Price (lowest first), and issuing DONE. Summary A is more concise while Summary B is more structured with numbered steps and additional details like 'clipboard paste' and 'green Search button,' which are accurate details from the trajectory. Both mention the WAIT steps. Neither contains hallucinations or significant omissions. The differences are purely stylistic and organizational, not substantive.",[],0.721153846153846,0.4271844660194174,0.576923076923077,0.5610646605491638,0.5874173045158386,0.5749017596244812,104,96
